locale,file,url,destination,nationality,indexable,canonical,word_count_main,unique_content_ratio,similarity_to_same_destination_pages,historical_clicks,historical_impressions,historical_best_position,external_backlinks_if_known,visa_rule_specific_to_nationality,unique_search_intent,recommended_action,target_url,reason
en,www2/en/argentina-visa-for-argentinian-citizens.html,/en/argentina-visa-for-argentinian-citizens,argentina,argentinian,yes,https://www.evisa-card.com/en/argentina-visa-for-argentinian-citizens,146,0.2836,0.7164,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 28.4%, 0 impressions : non tranchable automatiquement"
en,www2/en/argentina-visa-for-australian-citizens.html,/en/argentina-visa-for-australian-citizens,argentina,australian,yes,https://www.evisa-card.com/en/argentina-visa-for-australian-citizens,225,0.2077,0.7923,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 20.8%, 0 impressions : non tranchable automatiquement"
en,www2/en/argentina-visa-for-brazilian-citizens.html,/en/argentina-visa-for-brazilian-citizens,argentina,brazilian,yes,https://www.evisa-card.com/en/argentina-visa-for-brazilian-citizens,223,0.2,0.8,0,0,0.0,,no,no,MERGE_301,/en/visa-argentina,"Contenu tres proche du groupe (unicite 20.0%), 0 impression"
en,www2/en/argentina-visa-for-canadian-citizens.html,/en/argentina-visa-for-canadian-citizens,argentina,canadian,yes,https://www.evisa-card.com/en/argentina-visa-for-canadian-citizens,225,0.2077,0.7923,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 20.8%, 0 impressions : non tranchable automatiquement"
en,www2/en/argentina-visa-for-chinese-citizens.html,/en/argentina-visa-for-chinese-citizens,argentina,chinese,yes,https://www.evisa-card.com/en/argentina-visa-for-chinese-citizens,227,0.2077,0.7923,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 20.8%, 0 impressions : non tranchable automatiquement"
en,www2/en/argentina-visa-for-french-citizens.html,/en/argentina-visa-for-french-citizens,argentina,french,yes,https://www.evisa-card.com/en/argentina-visa-for-french-citizens,227,0.2077,0.7923,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 20.8%, 0 impressions : non tranchable automatiquement"
en,www2/en/argentina-visa-for-german-citizens.html,/en/argentina-visa-for-german-citizens,argentina,german,yes,https://www.evisa-card.com/en/argentina-visa-for-german-citizens,225,0.2077,0.7923,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 20.8%, 0 impressions : non tranchable automatiquement"
en,www2/en/argentina-visa-for-indian-citizens.html,/en/argentina-visa-for-indian-citizens,argentina,indian,yes,https://www.evisa-card.com/en/argentina-visa-for-indian-citizens,301,0.3415,0.6585,0,0,0.0,,yes,yes,KEEP_REWRITE,,Regime propre a la nationalite (evisa|visa_req) different du regime majoritaire (visa_free|evisa|visa_req)
en,www2/en/argentina-visa-for-indonesian-citizens.html,/en/argentina-visa-for-indonesian-citizens,argentina,indonesian,yes,https://www.evisa-card.com/en/argentina-visa-for-indonesian-citizens,418,0.4097,0.5903,0,0,0.0,,yes,yes,KEEP_REWRITE,,Regime propre a la nationalite (evisa|visa_req) different du regime majoritaire (visa_free|evisa|visa_req)
en,www2/en/argentina-visa-for-japanese-citizens.html,/en/argentina-visa-for-japanese-citizens,argentina,japanese,yes,https://www.evisa-card.com/en/argentina-visa-for-japanese-citizens,227,0.2077,0.7923,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 20.8%, 0 impressions : non tranchable automatiquement"
en,www2/en/argentina-visa-for-korean-citizens.html,/en/argentina-visa-for-korean-citizens,argentina,korean,yes,https://www.evisa-card.com/en/argentina-visa-for-korean-citizens,225,0.2077,0.7923,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 20.8%, 0 impressions : non tranchable automatiquement"
en,www2/en/argentina-visa-for-mexican-citizens.html,/en/argentina-visa-for-mexican-citizens,argentina,mexican,yes,https://www.evisa-card.com/en/argentina-visa-for-mexican-citizens,225,0.2077,0.7923,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 20.8%, 0 impressions : non tranchable automatiquement"
en,www2/en/argentina-visa-for-nigerian-citizens.html,/en/argentina-visa-for-nigerian-citizens,argentina,nigerian,yes,https://www.evisa-card.com/en/argentina-visa-for-nigerian-citizens,301,0.3415,0.6585,0,0,0.0,,yes,yes,KEEP_REWRITE,,Regime propre a la nationalite (evisa|visa_req) different du regime majoritaire (visa_free|evisa|visa_req)
en,www2/en/argentina-visa-for-philippine-citizens.html,/en/argentina-visa-for-philippine-citizens,argentina,philippine,yes,https://www.evisa-card.com/en/argentina-visa-for-philippine-citizens,418,0.4148,0.5852,0,0,0.0,,yes,yes,KEEP_REWRITE,,Regime propre a la nationalite (evisa|visa_req) different du regime majoritaire (visa_free|evisa|visa_req)
en,www2/en/argentina-visa-for-russian-citizens.html,/en/argentina-visa-for-russian-citizens,argentina,russian,yes,https://www.evisa-card.com/en/argentina-visa-for-russian-citizens,337,0.3248,0.6752,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 32.5%, 0 impressions : non tranchable automatiquement"
en,www2/en/argentina-visa-for-singaporean-citizens.html,/en/argentina-visa-for-singaporean-citizens,argentina,singaporean,yes,https://www.evisa-card.com/en/argentina-visa-for-singaporean-citizens,225,0.2077,0.7923,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 20.8%, 0 impressions : non tranchable automatiquement"
en,www2/en/argentina-visa-for-south-african-citizens.html,/en/argentina-visa-for-south-african-citizens,argentina,south-african,yes,https://www.evisa-card.com/en/argentina-visa-for-south-african-citizens,429,0.4097,0.5903,2,87,8.2,,yes,yes,KEEP,,Trafic reel : 2 clic(s)
en,www2/en/argentina-visa-for-turkish-citizens.html,/en/argentina-visa-for-turkish-citizens,argentina,turkish,yes,https://www.evisa-card.com/en/argentina-visa-for-turkish-citizens,339,0.3248,0.6752,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 32.5%, 0 impressions : non tranchable automatiquement"
en,www2/en/argentina-visa-for-uk-citizens.html,/en/argentina-visa-for-uk-citizens,argentina,uk,yes,https://www.evisa-card.com/en/argentina-visa-for-uk-citizens,339,0.3438,0.6562,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 34.4%, 0 impressions : non tranchable automatiquement"
en,www2/en/argentina-visa-for-us-citizens.html,/en/argentina-visa-for-us-citizens,argentina,us,yes,https://www.evisa-card.com/en/argentina-visa-for-us-citizens,225,0.2394,0.7606,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 23.9%, 0 impressions : non tranchable automatiquement"
en,www2/en/australia-visa-for-argentinian-citizens.html,/en/australia-visa-for-argentinian-citizens,australia,argentinian,yes,https://www.evisa-card.com/en/australia-visa-for-argentinian-citizens,369,0.3603,0.6397,3,133,12.4,,no,yes,KEEP,,Trafic reel : 3 clic(s)
en,www2/en/australia-visa-for-brazilian-citizens.html,/en/australia-visa-for-brazilian-citizens,australia,brazilian,yes,https://www.evisa-card.com/en/australia-visa-for-brazilian-citizens,369,0.3603,0.6397,2,360,9.6,,no,yes,KEEP,,Trafic reel : 2 clic(s)
en,www2/en/australia-visa-for-canadian-citizens.html,/en/australia-visa-for-canadian-citizens,australia,canadian,yes,https://www.evisa-card.com/en/australia-visa-for-canadian-citizens,299,0.2778,0.7222,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 27.8%, 0 impressions : non tranchable automatiquement"
en,www2/en/australia-visa-for-chinese-citizens.html,/en/australia-visa-for-chinese-citizens,australia,chinese,yes,https://www.evisa-card.com/en/australia-visa-for-chinese-citizens,231,0.2444,0.7556,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 24.4%, 0 impressions : non tranchable automatiquement"
en,www2/en/australia-visa-for-french-citizens.html,/en/australia-visa-for-french-citizens,australia,french,yes,https://www.evisa-card.com/en/australia-visa-for-french-citizens,232,0.276,0.724,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 27.6%, 0 impressions : non tranchable automatiquement"
en,www2/en/australia-visa-for-german-citizens.html,/en/australia-visa-for-german-citizens,australia,german,yes,https://www.evisa-card.com/en/australia-visa-for-german-citizens,357,0.3412,0.6588,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 34.1%, 0 impressions : non tranchable automatiquement"
en,www2/en/australia-visa-for-indian-citizens.html,/en/australia-visa-for-indian-citizens,australia,indian,yes,https://www.evisa-card.com/en/australia-visa-for-indian-citizens,231,0.2444,0.7556,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 24.4%, 0 impressions : non tranchable automatiquement"
en,www2/en/australia-visa-for-indonesian-citizens.html,/en/australia-visa-for-indonesian-citizens,australia,indonesian,yes,https://www.evisa-card.com/en/australia-visa-for-indonesian-citizens,231,0.2444,0.7556,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 24.4%, 0 impressions : non tranchable automatiquement"
en,www2/en/australia-visa-for-japanese-citizens.html,/en/australia-visa-for-japanese-citizens,australia,japanese,yes,https://www.evisa-card.com/en/australia-visa-for-japanese-citizens,421,0.3366,0.6634,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 33.7%, 0 impressions : non tranchable automatiquement"
en,www2/en/australia-visa-for-korean-citizens.html,/en/australia-visa-for-korean-citizens,australia,korean,yes,https://www.evisa-card.com/en/australia-visa-for-korean-citizens,299,0.2778,0.7222,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 27.8%, 0 impressions : non tranchable automatiquement"
en,www2/en/australia-visa-for-mexican-citizens.html,/en/australia-visa-for-mexican-citizens,australia,mexican,yes,https://www.evisa-card.com/en/australia-visa-for-mexican-citizens,369,0.3603,0.6397,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 36.0%, 0 impressions : non tranchable automatiquement"
en,www2/en/australia-visa-for-new-zealand-citizens.html,/en/australia-visa-for-new-zealand-citizens,australia,new-zealand,yes,https://www.evisa-card.com/en/australia-visa-for-new-zealand-citizens,304,0.2778,0.7222,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 27.8%, 0 impressions : non tranchable automatiquement"
en,www2/en/australia-visa-for-nigerian-citizens.html,/en/australia-visa-for-nigerian-citizens,australia,nigerian,yes,https://www.evisa-card.com/en/australia-visa-for-nigerian-citizens,343,0.3193,0.6807,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 31.9%, 0 impressions : non tranchable automatiquement"
en,www2/en/australia-visa-for-philippine-citizens.html,/en/australia-visa-for-philippine-citizens,australia,philippine,yes,https://www.evisa-card.com/en/australia-visa-for-philippine-citizens,231,0.2444,0.7556,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 24.4%, 0 impressions : non tranchable automatiquement"
en,www2/en/australia-visa-for-russian-citizens.html,/en/australia-visa-for-russian-citizens,australia,russian,yes,https://www.evisa-card.com/en/australia-visa-for-russian-citizens,343,0.3193,0.6807,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 31.9%, 0 impressions : non tranchable automatiquement"
en,www2/en/australia-visa-for-singaporean-citizens.html,/en/australia-visa-for-singaporean-citizens,australia,singaporean,yes,https://www.evisa-card.com/en/australia-visa-for-singaporean-citizens,421,0.3366,0.6634,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 33.7%, 0 impressions : non tranchable automatiquement"
en,www2/en/australia-visa-for-south-african-citizens.html,/en/australia-visa-for-south-african-citizens,australia,south-african,yes,https://www.evisa-card.com/en/australia-visa-for-south-african-citizens,351,0.3193,0.6807,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 31.9%, 0 impressions : non tranchable automatiquement"
en,www2/en/australia-visa-for-turkish-citizens.html,/en/australia-visa-for-turkish-citizens,australia,turkish,yes,https://www.evisa-card.com/en/australia-visa-for-turkish-citizens,343,0.3193,0.6807,4,461,7.3,,no,yes,KEEP,,Trafic reel : 4 clic(s)
en,www2/en/australia-visa-for-uk-citizens.html,/en/australia-visa-for-uk-citizens,australia,uk,yes,https://www.evisa-card.com/en/australia-visa-for-uk-citizens,299,0.2778,0.7222,1,865,48.3,,no,yes,KEEP,,Trafic reel : 1 clic(s)
en,www2/en/australia-visa-for-us-citizens.html,/en/australia-visa-for-us-citizens,australia,us,yes,https://www.evisa-card.com/en/australia-visa-for-us-citizens,421,0.3489,0.6511,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 34.9%, 0 impressions : non tranchable automatiquement"
en,www2/en/austria-visa-for-argentinian-citizens.html,/en/austria-visa-for-argentinian-citizens,austria,argentinian,yes,https://www.evisa-card.com/en/austria-visa-for-argentinian-citizens,347,0.2411,0.7589,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 24.1%, 0 impressions : non tranchable automatiquement"
en,www2/en/austria-visa-for-australian-citizens.html,/en/austria-visa-for-australian-citizens,austria,australian,yes,https://www.evisa-card.com/en/austria-visa-for-australian-citizens,347,0.2411,0.7589,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 24.1%, 0 impressions : non tranchable automatiquement"
en,www2/en/austria-visa-for-brazilian-citizens.html,/en/austria-visa-for-brazilian-citizens,austria,brazilian,yes,https://www.evisa-card.com/en/austria-visa-for-brazilian-citizens,347,0.2411,0.7589,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 24.1%, 0 impressions : non tranchable automatiquement"
en,www2/en/austria-visa-for-canadian-citizens.html,/en/austria-visa-for-canadian-citizens,austria,canadian,yes,https://www.evisa-card.com/en/austria-visa-for-canadian-citizens,347,0.2411,0.7589,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 24.1%, 0 impressions : non tranchable automatiquement"
en,www2/en/austria-visa-for-chinese-citizens.html,/en/austria-visa-for-chinese-citizens,austria,chinese,yes,https://www.evisa-card.com/en/austria-visa-for-chinese-citizens,438,0.3406,0.6594,0,0,0.0,,yes,yes,KEEP_REWRITE,,Regime propre a la nationalite (evisa|visa_req) different du regime majoritaire (visa_free|evisa|etias|visa_req)
en,www2/en/austria-visa-for-french-citizens.html,/en/austria-visa-for-french-citizens,austria,french,yes,https://www.evisa-card.com/en/austria-visa-for-french-citizens,272,0.254,0.746,0,0,0.0,,yes,yes,KEEP_REWRITE,,Regime propre a la nationalite (evisa|etias|visa_req) different du regime majoritaire (visa_free|evisa|etias|visa_req)
en,www2/en/austria-visa-for-german-citizens.html,/en/austria-visa-for-german-citizens,austria,german,yes,https://www.evisa-card.com/en/austria-visa-for-german-citizens,272,0.254,0.746,0,0,0.0,,yes,yes,KEEP_REWRITE,,Regime propre a la nationalite (evisa|etias|visa_req) different du regime majoritaire (visa_free|evisa|etias|visa_req)
en,www2/en/austria-visa-for-indian-citizens.html,/en/austria-visa-for-indian-citizens,austria,indian,yes,https://www.evisa-card.com/en/austria-visa-for-indian-citizens,438,0.3406,0.6594,0,0,0.0,,yes,yes,KEEP_REWRITE,,Regime propre a la nationalite (evisa|visa_req) different du regime majoritaire (visa_free|evisa|etias|visa_req)
en,www2/en/austria-visa-for-indonesian-citizens.html,/en/austria-visa-for-indonesian-citizens,austria,indonesian,yes,https://www.evisa-card.com/en/austria-visa-for-indonesian-citizens,560,0.365,0.635,0,0,0.0,,yes,yes,KEEP_REWRITE,,Regime propre a la nationalite (evisa|visa_req) different du regime majoritaire (visa_free|evisa|etias|visa_req)
en,www2/en/austria-visa-for-japanese-citizens.html,/en/austria-visa-for-japanese-citizens,austria,japanese,yes,https://www.evisa-card.com/en/austria-visa-for-japanese-citizens,470,0.2958,0.7042,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 29.6%, 0 impressions : non tranchable automatiquement"
en,www2/en/austria-visa-for-korean-citizens.html,/en/austria-visa-for-korean-citizens,austria,korean,yes,https://www.evisa-card.com/en/austria-visa-for-korean-citizens,347,0.2411,0.7589,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 24.1%, 0 impressions : non tranchable automatiquement"
en,www2/en/austria-visa-for-mexican-citizens.html,/en/austria-visa-for-mexican-citizens,austria,mexican,yes,https://www.evisa-card.com/en/austria-visa-for-mexican-citizens,347,0.2411,0.7589,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 24.1%, 0 impressions : non tranchable automatiquement"
en,www2/en/austria-visa-for-nigerian-citizens.html,/en/austria-visa-for-nigerian-citizens,austria,nigerian,yes,https://www.evisa-card.com/en/austria-visa-for-nigerian-citizens,438,0.3382,0.6618,4,782,8.2,,yes,yes,KEEP,,Trafic reel : 4 clic(s)
en,www2/en/austria-visa-for-philippine-citizens.html,/en/austria-visa-for-philippine-citizens,austria,philippine,yes,https://www.evisa-card.com/en/austria-visa-for-philippine-citizens,438,0.3382,0.6618,0,0,0.0,,yes,yes,KEEP_REWRITE,,Regime propre a la nationalite (evisa|visa_req) different du regime majoritaire (visa_free|evisa|etias|visa_req)
en,www2/en/austria-visa-for-russian-citizens.html,/en/austria-visa-for-russian-citizens,austria,russian,yes,https://www.evisa-card.com/en/austria-visa-for-russian-citizens,438,0.3406,0.6594,0,0,0.0,,yes,yes,KEEP_REWRITE,,Regime propre a la nationalite (evisa|visa_req) different du regime majoritaire (visa_free|evisa|etias|visa_req)
en,www2/en/austria-visa-for-singaporean-citizens.html,/en/austria-visa-for-singaporean-citizens,austria,singaporean,yes,https://www.evisa-card.com/en/austria-visa-for-singaporean-citizens,347,0.2411,0.7589,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 24.1%, 0 impressions : non tranchable automatiquement"
en,www2/en/austria-visa-for-south-african-citizens.html,/en/austria-visa-for-south-african-citizens,austria,south-african,yes,https://www.evisa-card.com/en/austria-visa-for-south-african-citizens,444,0.3382,0.6618,0,0,0.0,,yes,yes,KEEP_REWRITE,,Regime propre a la nationalite (evisa|visa_req) different du regime majoritaire (visa_free|evisa|etias|visa_req)
en,www2/en/austria-visa-for-turkish-citizens.html,/en/austria-visa-for-turkish-citizens,austria,turkish,yes,https://www.evisa-card.com/en/austria-visa-for-turkish-citizens,560,0.3669,0.6331,0,0,0.0,,yes,yes,KEEP_REWRITE,,Regime propre a la nationalite (evisa|visa_req) different du regime majoritaire (visa_free|evisa|etias|visa_req)
en,www2/en/austria-visa-for-uk-citizens.html,/en/austria-visa-for-uk-citizens,austria,uk,yes,https://www.evisa-card.com/en/austria-visa-for-uk-citizens,347,0.2411,0.7589,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 24.1%, 0 impressions : non tranchable automatiquement"
en,www2/en/austria-visa-for-us-citizens.html,/en/austria-visa-for-us-citizens,austria,us,yes,https://www.evisa-card.com/en/austria-visa-for-us-citizens,347,0.2485,0.7515,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 24.9%, 0 impressions : non tranchable automatiquement"
en,www2/en/belgium-visa-for-argentinian-citizens.html,/en/belgium-visa-for-argentinian-citizens,belgium,argentinian,yes,https://www.evisa-card.com/en/belgium-visa-for-argentinian-citizens,326,0.4308,0.5692,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 43.1%, 0 impressions : non tranchable automatiquement"
en,www2/en/belgium-visa-for-australian-citizens.html,/en/belgium-visa-for-australian-citizens,belgium,australian,yes,https://www.evisa-card.com/en/belgium-visa-for-australian-citizens,205,0.3448,0.6552,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 34.5%, 0 impressions : non tranchable automatiquement"
en,www2/en/belgium-visa-for-brazilian-citizens.html,/en/belgium-visa-for-brazilian-citizens,belgium,brazilian,yes,https://www.evisa-card.com/en/belgium-visa-for-brazilian-citizens,205,0.3448,0.6552,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 34.5%, 0 impressions : non tranchable automatiquement"
en,www2/en/belgium-visa-for-canadian-citizens.html,/en/belgium-visa-for-canadian-citizens,belgium,canadian,yes,https://www.evisa-card.com/en/belgium-visa-for-canadian-citizens,205,0.3448,0.6552,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 34.5%, 0 impressions : non tranchable automatiquement"
en,www2/en/belgium-visa-for-chinese-citizens.html,/en/belgium-visa-for-chinese-citizens,belgium,chinese,yes,https://www.evisa-card.com/en/belgium-visa-for-chinese-citizens,489,0.513,0.487,0,0,0.0,,yes,yes,KEEP_REWRITE,,Regime propre a la nationalite (evisa|visa_req) different du regime majoritaire (visa_free|evisa|etias|visa_req)
en,www2/en/belgium-visa-for-french-citizens.html,/en/belgium-visa-for-french-citizens,belgium,french,yes,https://www.evisa-card.com/en/belgium-visa-for-french-citizens,264,0.4897,0.5103,0,0,0.0,,yes,yes,KEEP_REWRITE,,Regime propre a la nationalite (evisa|etias|visa_req) different du regime majoritaire (visa_free|evisa|etias|visa_req)
en,www2/en/belgium-visa-for-german-citizens.html,/en/belgium-visa-for-german-citizens,belgium,german,yes,https://www.evisa-card.com/en/belgium-visa-for-german-citizens,264,0.4897,0.5103,0,0,0.0,,yes,yes,KEEP_REWRITE,,Regime propre a la nationalite (evisa|etias|visa_req) different du regime majoritaire (visa_free|evisa|etias|visa_req)
en,www2/en/belgium-visa-for-indian-citizens.html,/en/belgium-visa-for-indian-citizens,belgium,indian,yes,https://www.evisa-card.com/en/belgium-visa-for-indian-citizens,362,0.5,0.5,0,0,0.0,,yes,yes,KEEP_REWRITE,,Regime propre a la nationalite (evisa|visa_req) different du regime majoritaire (visa_free|evisa|etias|visa_req)
en,www2/en/belgium-visa-for-indonesian-citizens.html,/en/belgium-visa-for-indonesian-citizens,belgium,indonesian,yes,https://www.evisa-card.com/en/belgium-visa-for-indonesian-citizens,362,0.5,0.5,0,0,0.0,,yes,yes,KEEP_REWRITE,,Regime propre a la nationalite (evisa|visa_req) different du regime majoritaire (visa_free|evisa|etias|visa_req)
en,www2/en/belgium-visa-for-japanese-citizens.html,/en/belgium-visa-for-japanese-citizens,belgium,japanese,yes,https://www.evisa-card.com/en/belgium-visa-for-japanese-citizens,205,0.3448,0.6552,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 34.5%, 0 impressions : non tranchable automatiquement"
en,www2/en/belgium-visa-for-korean-citizens.html,/en/belgium-visa-for-korean-citizens,belgium,korean,yes,https://www.evisa-card.com/en/belgium-visa-for-korean-citizens,205,0.3448,0.6552,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 34.5%, 0 impressions : non tranchable automatiquement"
en,www2/en/belgium-visa-for-mexican-citizens.html,/en/belgium-visa-for-mexican-citizens,belgium,mexican,yes,https://www.evisa-card.com/en/belgium-visa-for-mexican-citizens,205,0.3448,0.6552,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 34.5%, 0 impressions : non tranchable automatiquement"
en,www2/en/belgium-visa-for-nigerian-citizens.html,/en/belgium-visa-for-nigerian-citizens,belgium,nigerian,yes,https://www.evisa-card.com/en/belgium-visa-for-nigerian-citizens,362,0.5,0.5,4,400,9.5,,yes,yes,KEEP,,Trafic reel : 4 clic(s)
en,www2/en/belgium-visa-for-philippine-citizens.html,/en/belgium-visa-for-philippine-citizens,belgium,philippine,yes,https://www.evisa-card.com/en/belgium-visa-for-philippine-citizens,362,0.5,0.5,0,0,0.0,,yes,yes,KEEP_REWRITE,,Regime propre a la nationalite (evisa|visa_req) different du regime majoritaire (visa_free|evisa|etias|visa_req)
en,www2/en/belgium-visa-for-russian-citizens.html,/en/belgium-visa-for-russian-citizens,belgium,russian,yes,https://www.evisa-card.com/en/belgium-visa-for-russian-citizens,362,0.5,0.5,1,698,6.9,,yes,yes,KEEP,,Trafic reel : 1 clic(s)
en,www2/en/belgium-visa-for-singaporean-citizens.html,/en/belgium-visa-for-singaporean-citizens,belgium,singaporean,yes,https://www.evisa-card.com/en/belgium-visa-for-singaporean-citizens,326,0.4308,0.5692,3,96,8.5,,no,yes,KEEP,,Trafic reel : 3 clic(s)
en,www2/en/belgium-visa-for-south-african-citizens.html,/en/belgium-visa-for-south-african-citizens,belgium,south-african,yes,https://www.evisa-card.com/en/belgium-visa-for-south-african-citizens,367,0.5,0.5,0,0,0.0,,yes,yes,KEEP_REWRITE,,Regime propre a la nationalite (evisa|visa_req) different du regime majoritaire (visa_free|evisa|etias|visa_req)
en,www2/en/belgium-visa-for-turkish-citizens.html,/en/belgium-visa-for-turkish-citizens,belgium,turkish,yes,https://www.evisa-card.com/en/belgium-visa-for-turkish-citizens,362,0.5,0.5,0,0,0.0,,yes,yes,KEEP_REWRITE,,Regime propre a la nationalite (evisa|visa_req) different du regime majoritaire (visa_free|evisa|etias|visa_req)
en,www2/en/belgium-visa-for-uk-citizens.html,/en/belgium-visa-for-uk-citizens,belgium,uk,yes,https://www.evisa-card.com/en/belgium-visa-for-uk-citizens,205,0.3448,0.6552,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 34.5%, 0 impressions : non tranchable automatiquement"
en,www2/en/belgium-visa-for-us-citizens.html,/en/belgium-visa-for-us-citizens,belgium,us,yes,https://www.evisa-card.com/en/belgium-visa-for-us-citizens,205,0.3498,0.6502,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 35.0%, 0 impressions : non tranchable automatiquement"
en,www2/en/brazil-visa-for-argentinian-citizens.html,/en/brazil-visa-for-argentinian-citizens,brazil,argentinian,yes,https://www.evisa-card.com/en/brazil-visa-for-argentinian-citizens,241,0.1847,0.8153,0,0,0.0,,no,no,MERGE_301,/en/visa-brazil,"Contenu tres proche du groupe (unicite 18.5%), 0 impression"
en,www2/en/brazil-visa-for-australian-citizens.html,/en/brazil-visa-for-australian-citizens,brazil,australian,yes,https://www.evisa-card.com/en/brazil-visa-for-australian-citizens,245,0.1991,0.8009,0,0,0.0,,no,no,MERGE_301,/en/visa-brazil,"Contenu tres proche du groupe (unicite 19.9%), 0 impression"
en,www2/en/brazil-visa-for-brazilian-citizens.html,/en/brazil-visa-for-brazilian-citizens,brazil,brazilian,yes,https://www.evisa-card.com/en/brazil-visa-for-brazilian-citizens,149,0.2786,0.7214,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 27.9%, 0 impressions : non tranchable automatiquement"
en,www2/en/brazil-visa-for-canadian-citizens.html,/en/brazil-visa-for-canadian-citizens,brazil,canadian,yes,https://www.evisa-card.com/en/brazil-visa-for-canadian-citizens,243,0.192,0.808,0,0,0.0,,no,no,MERGE_301,/en/visa-brazil,"Contenu tres proche du groupe (unicite 19.2%), 0 impression"
en,www2/en/brazil-visa-for-chinese-citizens.html,/en/brazil-visa-for-chinese-citizens,brazil,chinese,yes,https://www.evisa-card.com/en/brazil-visa-for-chinese-citizens,421,0.3872,0.6128,0,0,0.0,,yes,yes,KEEP_REWRITE,,Regime propre a la nationalite (evisa|eta|visa_req) different du regime majoritaire (visa_free|evisa|visa_req)
en,www2/en/brazil-visa-for-french-citizens.html,/en/brazil-visa-for-french-citizens,brazil,french,yes,https://www.evisa-card.com/en/brazil-visa-for-french-citizens,357,0.3079,0.6921,3,985,7.1,,no,yes,KEEP,,Trafic reel : 3 clic(s)
en,www2/en/brazil-visa-for-german-citizens.html,/en/brazil-visa-for-german-citizens,brazil,german,yes,https://www.evisa-card.com/en/brazil-visa-for-german-citizens,355,0.3079,0.6921,0,0,0.0,,no,no,HUMAN_REVIEW,,"Unicite 30.8%, 0 impressions : non tranchable automatiquement"
en,www2/en/brazil-visa-for-indian-citizens.html,/en/brazil-visa-for-indian-citizens,brazil,indian,yes,https://www.evisa-card.com/en/brazil-visa-for-indian-citizens,419,0.3872,0.6128,0,0,0.0,,yes,yes,KEEP_REWRITE,,Regime propre a la nationalite (evisa|eta|visa_req) different du regime majoritaire (visa_free|evisa|visa_req)
